id,name,type,lat,lon,speciality,street,locality,city,state,district,postcode,phone,website,opening_hours,amenity,healthcare,address_full
,Saumya Skin Clinic,clinic,22.814445,70.830184,,,,,Gujarat,Morbi,363641.0,,,,,,
,Dr. Sanjay Vora Clinic,clinic,23.25949,68.828908,,,,,Gujarat,Kutch,370655.0,,,,,,
,Sparsh Multi Speciality Physiotherapy Clinic,clinic,23.0719683,70.0852978,,,,,Gujarat,Kutch,370205.0,,,,,,
,Dhanalaxmi Polyclinic,clinic,23.262851,68.829271,,,,,Gujarat,Kutch,370655.0,,,,,,
,Dr. Leon Andrade,doctors,23.0722148,70.0851998,,,,,Gujarat,Kutch,370205.0,,,,,,
,Umiya Clinics,clinic,23.208824,69.131572,,,,,Gujarat,Kutch,370650.0,,,,,,
,Dermaway Hair and Skin Clinic,clinic,23.0726616,70.0803041,,,,,Gujarat,Kutch,370205.0,,,,,,
,Gayatri Clinic,clinic,23.0679317,70.0730395,,,,,Gujarat,Kutch,370205.0,,,,,,
,Life Care Clinic,clinic,23.100769,69.340347,,,,,Gujarat,Kutch,370445.0,,,,,,
,Uma Nursing Home,clinic,23.100731,69.342043,,,,,Gujarat,Kutch,370445.0,,,,,,
,Dheemahi Clinic,clinic,23.0669892,70.076548,,,,,Gujarat,Kutch,370205.0,,,,,,
,Astha Clinic,clinic,23.06702,70.078115,,,,,Gujarat,Kutch,370205.0,,,,,,
,Dr. Janak Vania,doctors,23.238108,69.706186,,,,,Gujarat,Kutch,370020.0,,,,,,
,Dr. Jigar Gor's Ayurveda Clinic,clinic,23.238602,69.707467,,,,,Gujarat,Kutch,370020.0,,,,,,
,Dr. K.L Shukla,doctors,23.0678447,70.1350197,,,,,Gujarat,Kutch,370201.0,,,,,,
,Astha Clinic,clinic,23.0817735,70.1263367,,,,,Gujarat,Kutch,370201.0,,,,,,
,Sathwik Ayurveda Panchakarma Clinic,clinic,23.071988,70.132147,,,,,Gujarat,Kutch,370201.0,,,,,,
,Dr. Rajgor Clinic,clinic,23.076786,70.1216813,,,,,Gujarat,Kutch,370201.0,,,,,,
,Natural Skin and Hair Transplant Clinic,clinic,23.0671978,70.1312163,,,,,Gujarat,Kutch,370201.0,,,,,,
,Ridhi Clinic,clinic,23.075934,70.1243578,,,,,Gujarat,Kutch,370201.0,,,,,,
,Zulela Clinic,clinic,23.0744971,70.1278298,,,,,Gujarat,Kutch,370201.0,,,,,,
,Accupressure Health Centre,clinic,23.077324,70.1195667,,,,,Gujarat,Kutch,370201.0,,,,,,
,Dr. Hirani ENT Clinic,clinic,23.0669,70.134419,,,,,Gujarat,Kutch,370201.0,,,,,,
,Dr. V D Jethani Family Care Clinic,clinic,23.0674765,70.1311557,,,,,Gujarat,Kutch,370201.0,,,,,,
,Dr. Batra's Homeopathic Clinic,clinic,23.06462,70.133336,,,,,Gujarat,Kutch,370201.0,,,,,,
,Agarwal Clinic,clinic,23.0574997,70.1185891,,,,,Gujarat,Kutch,370203.0,,,,,,
,Mediaid Healthcare Clinic,clinic,23.082176,70.120218,,,,,Gujarat,Kutch,370201.0,,,,,,
,Sowmya Skin Clinic,clinic,23.067761,70.131984,,,,,Gujarat,Kutch,370201.0,,,,,,
,Dr. Shukla Panchakarma Clinic,clinic,23.078943,70.118508,,,,,Gujarat,Kutch,370201.0,,,,,,
,Dr. L.K Prajapati,doctors,23.0759137,70.1244239,,,,,Gujarat,Kutch,370201.0,,,,,,
,Dr. Nitin H Shah,doctors,23.071756,70.132309,,,,,Gujarat,Kutch,370201.0,,,,,,
,Niha Clinic,clinic,22.467595,70.081394,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Dr. Kamlesh,doctors,22.4615928,70.0684814,,,,,Gujarat,Jamnagar,361001.0,,,,,,
,Dr. Rita H Shingala Clinic,clinic,22.4660432,70.0598568,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Dr. V M Sanghani,doctors,22.444795,70.065992,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Thakar Clinic,clinic,22.4079286,70.0573728,,,,,Gujarat,Jamnagar,361004.0,,,,,,
,Om Clinic,clinic,22.4439015,70.065762,,,,,Gujarat,Jamnagar,361001.0,,,,,,
,Dr. R K Thakar Skin Clinic,clinic,22.4751658,70.0666033,,,,,Gujarat,Jamnagar,361008.0,,,,,,
,Rivaan Clinic,clinic,22.460454,70.070938,,,,,Gujarat,Jamnagar,361009.0,,,,,,
,Dr. Hansaben R Rathod's Clinic,clinic,22.465779,70.050222,,,,,Gujarat,Jamnagar,361006.0,,,,,,
,Dr. Kirti B. Chudasama,doctors,22.4631771,70.0619255,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Dr. Niraj Bhatt,doctors,22.4617236,70.0690796,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Dr. M.S. Shah Clinic,clinic,22.4606606,70.0664391,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Shree Ram Clinic,clinic,22.440979,70.065404,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Subham Eye Clinic,clinic,22.4652876,70.0573172,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Dr. Ashok M Shah,doctors,22.461165,70.070612,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Madhav Clinic,clinic,22.4715848,70.0453213,,,,,Gujarat,Jamnagar,361006.0,,,,,,
,Dr. Nityanand Katariya's Clinic,clinic,22.460955,70.061328,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Param Clinic,clinic,22.4635386,70.0621159,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Dr. Vasani Dhansukh Clinic,clinic,22.4720229,70.0681709,,,,,Gujarat,Jamnagar,361001.0,,,,,,
,Anugrah Clinic,clinic,22.4220315,70.0693892,,,,,Gujarat,Jamnagar,361004.0,,,,,,
,Dr. V L Rajani Clinic,clinic,22.4687081,70.0759634,,,,,Gujarat,Jamnagar,361001.0,,,,,,
,Dr. Dinesh R. Gohel,doctors,22.475455,70.066188,,,,,Gujarat,Jamnagar,361008.0,,,,,,
,Krishna Clinic,clinic,22.4313855,70.0658239,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Shingala Skin Care Clinic,clinic,22.4598428,70.0645314,,,,,Gujarat,Jamnagar,361001.0,,,,,,
,Shanti Hearing & Speech Therapy Clinic,clinic,22.4730579,70.0611432,,,,,Gujarat,Jamnagar,361008.0,,,,,,
,Aapa Clinic,clinic,22.4442146,70.0676874,,,,,Gujarat,Jamnagar,361001.0,,,,,,
,Dr. Subhash Patel Clinic,clinic,22.4621951,70.0646295,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Nikita Clinic,clinic,22.483026,70.061682,,,,,Gujarat,Jamnagar,361008.0,,,,,,
,Dr. Bhavesh Patel,doctors,22.4681006,70.0585208,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Atharva Clinic,clinic,22.4627098,70.0446128,,,,,Gujarat,Jamnagar,361006.0,,,,,,
,Dr. N.S Vachhani,doctors,22.4673145,70.0595163,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Dr. Raiyani's Well Baby Clinic,clinic,21.732993,70.447675,,,,,Gujarat,Rajkot,360410.0,,,,,,
,Shree Hari Poly Clinic,clinic,22.2072039,70.383554,,,,,Gujarat,Jamnagar,361160.0,,,,,,
,Patel Clinic,clinic,22.439416,70.1326229,,,,,Gujarat,Jamnagar,361120.0,,,,,,
,Dr. Katbamna Pramod,doctors,21.739609,70.4521789,,,,,Gujarat,Rajkot,360410.0,,,,,,
,Hatkesh Clinic,clinic,22.2444969,70.6738452,,,,,Gujarat,Rajkot,360311.0,,,,,,
,Shree Krishna Clinic,clinic,22.1330273,70.6323184,,,,,Gujarat,Rajkot,360035.0,,,,,,
,Vandana Family Clinic,clinic,21.9643085,70.8080991,,,,,Gujarat,Rajkot,360311.0,,,,,,
,Shreeji Clinic,clinic,22.2453533,70.7915223,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Dhanvantary Clinic,clinic,22.2446735,70.674317,,,,,Gujarat,Rajkot,360021.0,,,,,,
,Dr. Gadhvi Clinic,clinic,22.2531554,70.7925193,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Jivandip Clinic,clinic,22.245882,70.674051,,,,,Gujarat,Rajkot,360021.0,,,,,,
,Dr. Prashant Parekh,doctors,22.271399,70.754404,,,,,Gujarat,Rajkot,360005.0,,,,,,
,Shree Bhojalram Clinic,clinic,22.1491222,70.806076,,,,,Gujarat,Rajkot,360024.0,,,,,,
,Ayushya Mind Clinic,clinic,21.962365,70.7955135,,,,,Gujarat,Rajkot,360311.0,,,,,,
,Dr. Upadhyay Clinic,clinic,21.9567507,70.8002609,,,,,Gujarat,Rajkot,360311.0,,,,,,
,Partha Clinic,clinic,22.2500504,70.7901529,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Shree Clinic,clinic,22.1563895,70.7948332,,,,,Gujarat,Rajkot,360024.0,,,,,,
,Shri Ram Clinic,clinic,21.965294,70.794774,,,,,Gujarat,Rajkot,360311.0,,,,,,
,Jay Bahuchar Clinic,clinic,22.2818593,70.752184,,,,,Gujarat,Rajkot,360005.0,,,,,,
,Nagar Clinic,clinic,22.259652,70.815742,,,,,Gujarat,Rajkot,360002.0,,,,,,
,Vardaan Poly Clinic,clinic,22.142939,70.7970985,,,,,Gujarat,Rajkot,360024.0,,,,,,
,Bhargav Clinic,clinic,22.253099,70.793573,,,,,Gujarat,Rajkot,360002.0,,,,,,
,Aashirvad Clinic,clinic,23.386035,70.509911,,,,,Gujarat,Kutch,370135.0,,,,,,
,Life Care Clinic,clinic,23.292791,70.340226,,,,,Gujarat,Kutch,370140.0,,,,,,
,Meet Clinic,clinic,23.109715,70.023833,,,,,Gujarat,Kutch,370110.0,,,,,,
,Sree Hari Clinic,clinic,23.294679,70.342472,,,,,Gujarat,Kutch,370140.0,,,,,,
,Aradhana Clinic,clinic,23.2951643,70.3418592,,,,,Gujarat,Kutch,370140.0,,,,,,
,Shivam Clinic,clinic,23.294574,70.3379431,,,,,Gujarat,Kutch,370140.0,,,,,,
,Shubham Clinic,clinic,23.294977,70.342439,,,,,Gujarat,Kutch,370140.0,,,,,,
,Dr. Nirav Modi,doctors,23.113768,70.033166,,,,,Gujarat,Kutch,370110.0,,,,,,
,Dr. Kirtan Patel,doctors,23.091993,69.518274,,,,,Gujarat,Kutch,370485.0,,,,,,
,Patel Clinic,clinic,22.2675239,70.782884,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Jeevanshree Clinic,clinic,22.2869274,70.7690906,,,,,Gujarat,Rajkot,360005.0,,,,,,
,Krishnam Clinic,clinic,22.2706223,70.7801813,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Pratham Clinic and Nursing Home,clinic,22.258431,70.784713,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Jay Shree Momai Clinic,clinic,22.2599487,70.7894567,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Radhika Clinic,clinic,22.2933903,70.7728573,,,,,Gujarat,Rajkot,360007.0,,,,,,
,Sahajanand Clinic,clinic,22.2770311,70.7706545,,,,,Gujarat,Rajkot,360005.0,,,,,,
,Yogi Clinic,clinic,22.270796,70.781589,,,,,Gujarat,Rajkot,360005.0,,,,,,
,Advanced Skin Clinic,clinic,22.2933806,70.7915702,,,,,Gujarat,Rajkot,360001.0,,,,,,
,Dr. Ketan,doctors,22.2784,70.80196,,,,,Gujarat,Rajkot,360002.0,,,,,,
,Shivam Clinic,clinic,22.2703425,70.7749943,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Shree Vishwakarma Clinic,clinic,22.265464,70.785435,,,,,Gujarat,Rajkot,360004.0,,,,,,
,Subham Clinic,clinic,24.395721,71.6200708,,,,,Gujarat,Banaskantha,385565.0,,,,,,
,Om Dental Clinic,clinic,24.3112871,71.821261,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Virkrupa Clinic,clinic,24.332223,71.763106,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Vaman Clinic,clinic,23.571498,70.648611,,,,,Gujarat,Kutch,370165.0,,,,,,
,Jalaram Clinic,clinic,23.5585672,70.9851726,,,,,Gujarat,Kutch,370155.0,,,,,,
,Shivam Clinic,clinic,24.3912336,71.6295226,,,,,Gujarat,Banaskantha,385565.0,,,,,,
,Umiya Clinic,clinic,23.8424565,70.6675424,,,,,Gujarat,Kutch,370165.0,,,,,,
,Hari Om Clinic,clinic,23.6340853,68.9017985,,,,,Gujarat,Kutch,730630.0,,,,,,
,Mahavir Arogya Kendra,clinic,23.573877,70.648341,,,,,Gujarat,Kutch,370165.0,,,,,,
,Jalaram Arogya Kendra,clinic,23.5605179,70.9830926,,,,,Gujarat,Kutch,370155.0,,,,,,
,Shindhvai Clinic,clinic,24.3126549,71.8205923,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Shree Medical Store and Clinic,clinic,23.6338009,68.901876,,,,,Gujarat,Kutch,730630.0,,,,,,
,Santokba Diagnostic Centre,clinic,24.385538,71.626936,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Shri Hinglaj Clinic,clinic,24.3612299,71.510254,,,,,Gujarat,Banaskantha,385575.0,,,,,,
,Chaudhary Clinic,clinic,24.457317,71.92758,,,,,Gujarat,Banaskantha,385310.0,,,,,,
,Physiotherapy Centre,clinic,23.57112,70.648818,,,,,Gujarat,Kutch,370165.0,,,,,,
,Sardar Dawakhana,clinic,23.632687,68.901806,,,,,Gujarat,Kutch,730630.0,,,,,,
,Sainath Clinic,clinic,23.572842,70.647494,,,,,Gujarat,Kutch,370165.0,,,,,,
,Herbal Unani Clinic,clinic,23.014903,72.582281,,,,,Gujarat,Ahmedabad,380001.0,,,,,,
,Apollo Clinic,clinic,22.999263,72.608319,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Dr. Mubassir Saiyad,doctors,23.001855,72.589145,,,,,Gujarat,Ahmedabad,380022.0,,,,,,
,Atharva Ayurveda Clinic and Panchakarma Centre,clinic,22.997505,72.604633,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Madhavbaug Clinic,clinic,23.000113,72.603228,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Sneh Clinic,clinic,22.998786,72.608215,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Rupam Women's Clinic,clinic,22.9982724,72.5943965,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Dr. Nimesh Trivedi,doctors,23.0202363,72.5893216,,,,,Gujarat,Ahmedabad,380001.0,,,,,,
,Niruj Rheumotogy Clinic,clinic,22.9981001,72.6021433,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Dr. Kirit C. Shah,doctors,23.000123,72.604134,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Dr. Dave Eye Care,clinic,22.999176,72.607469,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Lavanya Clinic,clinic,22.9928912,72.6031299,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Diya Clinic,clinic,22.96343,72.589033,,,,,Gujarat,Ahmedabad,382405.0,,,,,,
,Gandhi Charitable Homeopathy Clinic,clinic,22.9964298,72.6098995,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Dr. Nilofar Shaikh,doctors,23.0290414,72.5946976,,,,,Gujarat,Ahmedabad,380001.0,,,,,,
,Dr. Tapan A Shah,doctors,23.000179,72.6043884,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Unique Speciality Clinic,clinic,22.9821082,72.5859446,,,,,Gujarat,Ahmedabad,380028.0,,,,,,
,Sparsh Skin Care,clinic,24.2658717,72.1834296,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Ashirvad Clinic,clinic,24.2130976,72.16217,,,,,Gujarat,Banaskantha,385540.0,,,,,,
,Roshni Eye care,clinic,24.071782,71.593771,,,,,Gujarat,Banaskantha,385320.0,,,,,,
,Drasti Vision Centre,clinic,24.1152674,71.7767309,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Dr. Ankit M Patel,doctors,24.2647466,72.1852931,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Bhrmani Clinic,clinic,24.508222,72.025241,,,,,Gujarat,Banaskantha,385310.0,,,,,,
,Happy Clinic,clinic,24.114143,71.7793544,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Anand Clinic,clinic,24.507597,72.025893,,,,,Gujarat,Banaskantha,385310.0,,,,,,
,Dr. Devendra Chaudhary Sadguru Clinic,clinic,24.494504,72.300442,,,,,Gujarat,Banaskantha,385310.0,,,,,,
,Radheshyam Clinic,clinic,24.0728815,71.5969701,,,,,Gujarat,Banaskantha,385320.0,,,,,,
,Shivam Clinic,clinic,24.072466,71.596013,,,,,Gujarat,Banaskantha,385320.0,,,,,,
,Sanjeevani Health Centre,clinic,24.1302221,72.0775158,,,,,Gujarat,Banaskantha,385535.0,,,,,,
,Roshni Health Centre,clinic,24.1627732,72.0418685,,,,,Gujarat,Banaskantha,385530.0,,,,,,
,Jay Goga Clinic,clinic,24.072438,71.597841,,,,,Gujarat,Banaskantha,385320.0,,,,,,
,Amba Clinic,clinic,24.494933,72.301634,,,,,Gujarat,Banaskantha,385545.0,,,,,,
,Ogadnath Clinic,clinic,24.100085,71.735738,,,,,Gujarat,Banaskantha,385330.0,,,,,,
,Medicare Clinic,clinic,24.508134,72.026,,,,,Gujarat,Banaskantha,385310.0,,,,,,
,Chaudhary Clinic,clinic,24.33528,72.853119,,,,,Gujarat,Banaskantha,385110.0,,,,,,
,Dr. Rakesh Patel,doctors,24.32139,72.842602,,,,,Gujarat,Banaskantha,385110.0,,,,,,
,Dr. Yogesh Swami,doctors,24.172724,72.41692,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Fiza Clinic,clinic,24.1253167,72.7458189,,,,,Gujarat,Banaskantha,385120.0,,,,,,
,Shaishav Hospital,clinic,24.168166,72.434664,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Sandhya Psychiatric Hospital,clinic,24.168228,72.4349953,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Sindhvai Clinic,clinic,24.348033,72.533758,,,,,Gujarat,Banaskantha,385135.0,,,,,,
,Adarsh Clinic,clinic,24.1886017,72.7657224,,,,,Gujarat,Banaskantha,560095.0,,,,,,
,Dr. Firoz Menon,doctors,24.04233,72.342902,,,,,Gujarat,Banaskantha,385520.0,,,,,,
,Sanjivani Multispeciality Clinic,clinic,24.030551,72.40369,,,,,Gujarat,Banaskantha,385210.0,,,,,,
,Dr. Kaiyum,doctors,24.1479018,72.6548694,,,,,Gujarat,Banaskantha,385410.0,,,,,,
,Gokul Orthopaedic Hospital,clinic,24.170498,72.430471,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Dr. I.A. Mansuri,doctors,24.079524,72.489732,,,,,Gujarat,Banaskantha,385410.0,,,,,,
,Dr. K.R.Parmar's Clinic,clinic,24.125729,72.74365,,,,,Gujarat,Banaskantha,385120.0,,,,,,
,Khushi Children Hospital,clinic,24.167592,72.435637,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Sagar Clinic,clinic,24.142994,72.581875,,,,,Gujarat,Banaskantha,385410.0,,,,,,
,Dev ICU & Hospital,clinic,24.169944,72.428038,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Vrundavan Hospital,clinic,24.171848,72.427979,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Arth Children Hospital,clinic,24.170662,72.42804,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Akshar Skin Clinic,clinic,24.17192,72.434191,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Tathya Orthopedic Hospital,clinic,24.1730252,72.4178344,orthopaedics,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Rozmin Children Hospital,clinic,24.1697503,72.4347088,,,,,Gujarat,Banaskantha,385001.0,,,,,,
,Dr. Bakulesh Madhu,doctors,22.981225,72.598839,,,,,Gujarat,Ahmedabad,382443.0,,,,,,
,Dhanwantari Clinic,clinic,22.9490816,72.5969718,,,,,Gujarat,Ahmedabad,382440.0,,,,,,
,Dr. Jayshree Vadher,doctors,22.9780991,72.5993672,,,,,Gujarat,Ahmedabad,382443.0,,,,,,
,Abhinav Clinic,clinic,22.9457646,72.6212151,,,,,Gujarat,Ahmedabad,382440.0,,,,,,
,Dr. Dharmendra Thakkar,doctors,22.9531942,72.615095,,,,,Gujarat,Ahmedabad,382440.0,,,,,,
,Shyam Clinic,clinic,22.9504545,72.6221998,,,,,Gujarat,Ahmedabad,382445.0,,,,,,
,Life Care Clinic,clinic,22.9493294,72.6238761,,,,,Gujarat,Ahmedabad,382445.0,,,,,,
,Dr. Binitha Desai,doctors,22.977918,72.595312,,,,,Gujarat,Ahmedabad,382405.0,,,,,,
,Shree Gurukrupa Clinic,clinic,22.952831,72.616696,,,,,Gujarat,Ahmedabad,382440.0,,,,,,
,Noble Clinic,clinic,22.977722,72.600505,,,,,Gujarat,Ahmedabad,382443.0,,,,,,
,Seva Clinic,clinic,22.9629705,72.6092014,,,,,Gujarat,Ahmedabad,380050.0,,,,,,
,Chirag Clinic,clinic,22.954932,72.603897,,,,,Gujarat,Ahmedabad,382440.0,,,,,,
,Khana Clinic,clinic,22.9525929,72.6023803,,,,,Gujarat,Ahmedabad,382440.0,,,,,,
,Epic Clinic,clinic,22.963486,72.610208,,,,,Gujarat,Ahmedabad,380050.0,,,,,,
,Gayatri X Ray Clinic and Health Care,clinic,23.059159,72.62133,,,,,Gujarat,Ahmedabad,380038.0,,,,,,
,Dr. Yasin,doctors,23.0360714,72.5810933,,,,,Gujarat,Ahmedabad,380001.0,,,,,,
,Dr. Atul Vaidhya,doctors,23.048502,72.601561,,,,,Gujarat,Ahmedabad,380016.0,,,,,,
,Life Care Clinic,clinic,22.9877498,72.5673496,,,,,Gujarat,Ahmedabad,380022.0,,,,,,
,Namrata Heart and Medical Clinic,clinic,23.048981,72.601662,,,,,Gujarat,Ahmedabad,380004.0,,,,,,
,Dr. C.S. Parmar Clinic,clinic,23.302153,72.331291,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Dr. Shailesh Jain,doctors,23.031238,72.527118,,,,,Gujarat,Ahmedabad,380015.0,,,,,,
,Darshan Clinic,clinic,23.295415,72.336254,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Parul Nursing Home,clinic,23.298867,72.327606,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Kadiyawala Clinic,clinic,23.3017971,72.3298719,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Dr. Jayantibhai M Patel,doctors,23.295077,72.335166,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Aarvi Neuropsychiatric Clinic,clinic,23.298371,72.327572,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Shreeji Clinic,clinic,23.30045,72.33757,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Archit Pusp Ayurved Clinic,clinic,23.296351,72.332203,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Shivam Clinic,clinic,23.289258,72.346791,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Anjana Clinic,clinic,23.348994,72.442167,,,,,Gujarat,Mehsana,382705.0,,,,,,
,Veju Clinic,clinic,23.285178,72.32622,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Dr. Manish Goyal,doctors,23.04711,72.527537,,,,,Gujarat,Ahmedabad,380059.0,,,,,,
,Sanket Clinic,clinic,23.29645,72.336983,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Al-Shifa Clinic,clinic,23.300888,72.333634,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Dr. Jyantibhai M Patel Clinic,clinic,23.30115,72.330951,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Aashirwad Multispeciality Dental Clinic,clinic,23.299385,72.330688,,,,,Gujarat,Mehsana,382715.0,,,,,,
,Dr.Kalpesh Katara,doctors,23.257145,74.0423,,,,,Gujarat,Dahod,389172.0,,,,,,
,Sundaram Clinic,clinic,22.866478,73.9588076,,,,,Gujarat,Dahod,389130.0,,,,,,
,Santkabir Clinic,clinic,22.962911,73.9617252,,,,,Gujarat,Dahod,389175.0,,,,,,
,Dr. Ajit Vaghela,doctors,23.0995099,74.1554961,,,,,Gujarat,Dahod,389170.0,,,,,,
,Neil Clinic,clinic,22.836448,73.9914489,,,,,Gujarat,Dahod,389140.0,,,,,,
,Satyanam Care Clinic,clinic,23.033679,73.973254,,,,,Gujarat,Dahod,389175.0,,,,,,
,Dr. Manoj A Patel,doctors,22.8356057,73.9910147,,,,,Gujarat,Dahod,389140.0,,,,,,
,Jalaram Clinic,clinic,23.0082245,74.160345,,,,,Gujarat,Dahod,389180.0,,,,,,
,Dr. Hemant H. Shah,doctors,23.0983545,74.1551533,,,,,Gujarat,Dahod,389170.0,,,,,,
,Dr. Chintan Agrawal,doctors,23.0997991,74.1553823,,,,,Gujarat,Dahod,389170.0,,,,,,
,Dr. Satish Nayak,doctors,23.0419792,74.2871965,,,,,Gujarat,Dahod,389170.0,,,,,,
,Dr. R.K Baria,doctors,23.0988359,74.1577227,,,,,Gujarat,Dahod,389170.0,,,,,,
,Deep Clinic,clinic,23.0580477,73.9691769,,,,,Gujarat,Dahod,389175.0,,,,,,
,Dr. Pankaj Chauhan,doctors,22.8345043,73.991868,,,,,Gujarat,Dahod,389140.0,,,,,,
,Krishna Clinic,clinic,23.09861,74.158432,,,,,Gujarat,Dahod,389170.0,,,,,,
,Rudraksh Clinic,clinic,23.2573417,74.0371249,,,,,Gujarat,Dahod,389172.0,,,,,,
,Amar Clinic,clinic,22.8336251,73.9909421,,,,,Gujarat,Dahod,389140.0,,,,,,
,Dr. Azhar Patel,doctors,23.2566843,74.0402902,,,,,Gujarat,Dahod,389172.0,,,,,,
,Dr. Rajesh J. Panchal,doctors,23.0082327,74.1612365,,,,,Gujarat,Dahod,389180.0,,,,,,
,Dr. Divyang Sharma,doctors,22.8343328,73.9910117,,,,,Gujarat,Dahod,389140.0,,,,,,
,Dr. Prakash Modiya,doctors,23.0085028,74.1629702,,,,,Gujarat,Dahod,389180.0,,,,,,
,Ashirvad Clinic,clinic,22.834161,73.992351,,,,,Gujarat,Dahod,389140.0,,,,,,
,Arogya Kendra,clinic,22.941021,74.201371,,,,,Gujarat,Dahod,389180.0,,,,,,
,Dr. Govind Soni,doctors,22.8658814,73.9586662,,,,,Gujarat,Dahod,389130.0,,,,,,
,Dr. Bipin Barjod,doctors,23.2817015,74.0421091,,,,,Gujarat,Dahod,389172.0,,,,,,
,Yashfin Clinic,clinic,23.1029803,74.1566819,,,,,Gujarat,Dahod,389170.0,,,,,,
,Ashirwad Clinic,clinic,23.0747364,74.0095091,,,,,Gujarat,Dahod,389190.0,,,,,,
,Health Centre,clinic,23.0940641,74.0582998,,,,,Gujarat,Dahod,389190.0,,,,,,
,Apollo Physiotherapy Clinic,clinic,22.8388685,74.2496029,,,,,Gujarat,Dahod,389151.0,,,,,,
,Chintan Neuro and Pain Physiotherapy Clinic,clinic,22.8408552,74.2503257,,,,,Gujarat,Dahod,389151.0,,,,,,
,Dr Labana Child Care Centre,clinic,22.8296961,74.2616344,,,,,Gujarat,Dahod,389151.0,,,,,,
,Dr. Pankaj Joshi,doctors,22.8314399,74.2436252,,,,,Gujarat,Dahod,389151.0,,,,,,
,Dr. Agam Gargiya,doctors,22.840783,74.249555,,,,,Gujarat,Dahod,389151.0,,,,,,
,Nu Hope IVF Clinic,clinic,22.8348304,74.2629494,,,,,Gujarat,Dahod,389151.0,,,,,,
,Eye Care Centre,clinic,22.8330775,74.2548493,,,,,Gujarat,Dahod,389151.0,,,,,,
