Clinic Name,Speciality,City,State,Contact,Opening Hours,Address
Bhide Clinic,,,Maharashtra,9233323774,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1st Floor, 1206/A/40, Matru Mandir, Opp, Jangali Maharaj Rd, Sambhaji Garden, Shivajinagar"
"Neo Clinic, Aurangabad",,,Maharashtra,9765467966,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gayatri, 27Samarth Nagar"
Valvekar Nursing Home - Solapur,,,Maharashtra,9282196608,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,560/58 South Sadar Bazar Solapur Behind Hotel Pratham
Prabhudesai Eye Clinic,,,Maharashtra,9809470411,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"14, Saket Society, Opp. Siddharth Palace Hall, Near Karishma Society and Joshi Railway Museum, Kothrud Pune"
Disha Diagnostic Center,diagnostic_radiology,,Maharashtra,+91 996 072 0849,"Mo-Sa 08:30-14:00,05:30-20:00; Su 09:00-12:00","Disha Apt, Sandhvi Nagar, Aundh"
Shrikhande Nursing Home,,,Maharashtra,9104506682,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"No. 528, Hanuman Nagar, Opposite Esis Hospital"
Sanjeevan Nursing Home,,,Maharashtra,9016938193,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Navi Peth, Solapur"
"CGHS Dispensary No., Vikhroli",,,Maharashtra,9372281130,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Flat No.81 and 83, Type III, OCS Qrts., Vikroli"
Dr. Balani's Speciality Dental Clinic,,,Maharashtra,9683623209,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"215,Parmar Chambers,B Block,2nd Floor"
Sai Prasad Nursing Home and Scu,,,Maharashtra,9275618842,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kalyan
"Renuka Nursing Home, Thane",,,Maharashtra,9681750937,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Govardhan Dham,1st Floor, OppositeS.T.Workshop, Ambedkar Road"
Janaki Nursing Home - Kolhapur,,,Maharashtra,9433158654,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2018, E, Rajarampuri, 3Road Lane Bus Route, Behind Janata Bazar,"
Harshal Maternity Nursing Home,,,Maharashtra,9706002603,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Parmanand Apartments, Kamptee Road"
Hazari Nursing Home,,,Maharashtra,9681109017,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Vivekanand College, Samarthnagar"
"Aastha Nursing Home, andheri",,,Maharashtra,9867794981,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"10, Narsinh Niwas, 2nd Floor, Near Daud Baug, 126 J P Road Above Punjabi Ghasitaram Halwai, Andheri (W)"
Laxmi Surgical Clinic,,,Maharashtra,9703070313,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"10/480, M.H.B.Colony, Kherwadi,Opp Muncipal School, Bandra E)"
CGHS Dispensary No. 3,,,Maharashtra,9206548319,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pachpaoli, Near Kamal Talkies,Armori-Nagpur Highway"
Bhagat Nursing Home,,,Maharashtra,9295313846,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ganesh Nivas, 2nd Floor, Pai Nagar, Borivali (E)"
Mangalya Nursing Home,,,Maharashtra,9655697776,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"13/85, 74 Gold Finch Peth (Navi Peth), Behind Paras Estate"
"Shrikhande Clinic, Mumbai",,,Maharashtra,9954233184,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shreyas, 120, Hindu Colony, 5Th Road, Dadar"
Navkar Eye Clinic,,,Maharashtra,9741739268,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shop No1, Radharaman Society,Off Sharanpur Road, Opp Telephone Exchange Canada Corner"
"Sushrut Clinic, Raigarh",,,Maharashtra,9525361982,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Opp Megha Theatre Chendhare Alibag
Vartak Nursing Home,,,Maharashtra,9397581643,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Sainath Temple, 3 Petrol Pump, Ghantali Road"
Shriram Nursing Home,,,Maharashtra,9068066739,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jay Jay Shriram, Rajaji Path, Ramnagar,Dombivli"
Dr Upasani Shriram Hospital,,,Maharashtra,9173579004,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jay Jay Shriram, Rajaji Path, Ramnagar,Dombivli"
Akola Accident Clinic,,,Maharashtra,9503067081,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kirti Nagar
Sunayana Clinic and Hospital,,,Maharashtra,9797110969,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jaihari Chowk ,Daund"
CGHS Dispensary No.6,,,Maharashtra,9541323400,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shankarnagar Dispensary,Shivajinagar"
Mumbai Cancer Clinic,,,Maharashtra,9874167925,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"403/B, 4Th Floor, Plot No-184 Bandra(W)"
"Adarsh Nursing Home, Pune",,,Maharashtra,9061444500,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Deepak Park,Opp Shashtri Nagar, Police Station , Nagar Road"
Shital Nursing Home,,,Maharashtra,9500466542,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Buddhadev Nagaar, Dahanu Road"
Aashirwad Ent Clinic,,,Maharashtra,9778029821,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ground Floor, Trimurti, Sah Niwas Society,Near Virupaksha Mandir,Shivaji Road, Panvel"
Dr Jadhav Nursing Home,,,Maharashtra,9759406313,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dr Jadhav Ashok Appasaheb, Reha Kolad Road, Damkhadi, Roha"
Krishna Drishti Eye Center,,,Maharashtra,9501924814,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Old Lic Office, Cinema Road, Baramati"
Rangari Nursing Home,,Bhandara City,Maharashtra,9230987302,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Takiya Ward , Sai Mandir Road"
Dr Patanis Eye Clinic,,,Maharashtra,9076953931,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"210, R R Realty, Tank Road, Lbs Marg Junction Opposite Dreamas Mall, Bhandup(West)"
Yashraj Nursing Home,,,Maharashtra,9127248948,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shivshambho Nagar - Ii , Katraj Kondhawa Road, Katraj"
Rao Nursing Home,,,Maharashtra,9836789774,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Suvery No.691A-1A-1, Ctb No. 1897-B,Beside Big Bazaar,Aaranyeshwar Corner,Pune Satara Road"
Shree Eye Clinic,,,Maharashtra,9442853657,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rh No: 14, National C H S Behind Airoli Bus Depot Sector-3 Navi Mumbai"
Harish Nursing Home,,,Maharashtra,9334951532,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B-104,105 Prithvi Vandan N M Joshi Marg N M Joshi Marg"
CGHS Polyclinic,,,Maharashtra,9447765582,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Katol Road, CPWD Quarters"
Geeta Prem Nursing Home,,,Maharashtra,9544295914,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"17- Ganga Vihar, Shrikrishna Nagar, Middle Ring Road"
CGHS Dispensary No. 7,,,Maharashtra,9215152638,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sitabuldi, O Miles, RBI, Square"
Biniwale Clinic,,,Maharashtra,9547693848,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1, Flat No-3 Dinkar Baug Appt. Bhandarkar Institute Road"
Eye Care Centre,,,Maharashtra,9060849589,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rajkamal Complex, Panchseel Squere Dhntoli"
"CGHS Dispensary No.10, Bandra",,,Maharashtra,9670958004,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No.215, 31st Road, Bandra Sadan Annexe, Bandra"
Sumananjali Nursing Home,,,Maharashtra,9360719732,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No 3,N-2,Cidco Airport Road Airport Road"
"Dr. Mahaveer Jangada Clinic, Dadar",,,Maharashtra,9182664832,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,10/86 Dadasaheb Phalka Road Dadar
"CGHS Dispensary No.3, Worli",,,Maharashtra,9863479831,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"25-C, Sea Race, Opposite Flora Hotel, Thadani Marg, Worli"
Kumar Hospital and Polyclinic,,,Maharashtra,9275750384,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"S.N.Dubey Road, Rawal Pada, Dahisar (E)"
"Anand Nursing Home, Kandivali",,,Maharashtra,9714688153,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Divya Sarjan, 1st Floor, 90 Ft. Road, Ganesh Chowk, Near P.F.Office, Charkop, Kandivali"
Dr.Bhute Nursing Home,,,Maharashtra,9420615794,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mahatenay Park, Aziz Baug,Opp Site Estate, Mahul Road Chembur"
"Dr.Amar Shende , Solapur",,,Maharashtra,9482478070,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Sangola
Talpallikar Clinic,,,Maharashtra,9913103813,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Tulsi Apartment,637, South Kosba , Choupad,"
Dr. Satish Patil,,,Maharashtra,9915690279,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Radha Vasudev Batavia Nagar, Govind Nagar"
Matangi Nursing Home,,,Maharashtra,9665552316,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B-1,Anand Bhuvan,Hira Chand Desai Road , Ghatkopar (West)"
Day Care Eye Clinic(Dr.S.V.Sharma Eye Clini),,,Maharashtra,9928187230,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Santacruz
Shweta Nursing Home,,,Maharashtra,9819680524,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Manas Residency A Wing, 1st Floor, Veer Savarkar Marg, 3 Petrol Pump, Thane West"
Apte Eye Clinic and Laser Center,,,Maharashtra,9563218191,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shop No 7, Abhijeet Apartment, Paud Phata Road, Behind Kirti Hardware, Opposite Indira Heights, Karve Road"
Chintamani Nursing Home - Pen,,,Maharashtra,9858485766,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"S. R. Mhatre Complex , Ground Floor, Behind Chinchpada, Urban Bank"
Dr. Shubha Rao,,,Maharashtra,9147633715,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"201,2nd Floor,Central Point,Opp Sbi,18 Th Road,Chembur"
Purohit Nursing Home,,,Maharashtra,9189342576,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"113A Quetta Colony, Near Karachi Bhavan, Lakadgunj"
Vardan Nursing Home Pvt.Ltd.,,,Maharashtra,9590991672,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Goregaon
Rathod Nursing Home,,,Maharashtra,9955489516,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Raj Nagar, Nelson Square"
Shrishti Clinic and Microsurgery Centre,,,Maharashtra,9408264242,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Navi
Katkar Hospital - Mhaswad,,,Maharashtra,9695737242,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Satara-Pandhapur Road, Near Guest House, Mhaswad, Tal- Man"
Bindu Speciality Clinic,,,Maharashtra,9244262588,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sudarshan Nager, Chinchwad"
Markande Nursing Home,,,Maharashtra,9099540312,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kerul Road, A/P-Kada, Tal. Ashti"
Dr.Kshirsagars Nursing Home,,,Maharashtra,9537063412,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Thane(W)
Laxmi Clinic,,,Maharashtra,9073297464,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vidya Building, Kotnis Path, Near Hinduja Hospital, Mahim"
Niranjan Nursing Home,,,Maharashtra,9503464630,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Flat 71, Sector 24, Near Police Chowki, Pradhikaran, Nigdi"
Dr Syam K Babhulkar,,,Maharashtra,9394539512,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"C N M I , 80, Shankar Nagar"
Shakun Clinic,,,Maharashtra,9724633808,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Childrens Hospital,Behind Nigadi Bus Stop,Nigadi"
Dr Deshmukh Shree Clinic Nursing Home,,,Maharashtra,9242214496,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"16, Deendayal Nagar II, Swawalambi Nagar"
Walimbe Eye Clinic,,,Maharashtra,9869775890,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Flat No. D/2, 2nd Floor, Aranyeshwar Park, Near Aranyeshwar Temple, Sahakarnagar"
Kanitkar Urology Clinic,,,Maharashtra,9768472900,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Model Colony Road, Near Post Office"
Dr Taneja's CarePoint Hospital,,,Maharashtra,9194209748,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Cidco Road, Navi Mumbai,Kotnaka, Uran Road"
Vivekanand Hospital,,,Maharashtra,9402987821,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1257, New Pacha Peth, Jod Basaranna Chowk"
CGHS Dispensary No.8,,,Maharashtra,9963357054,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Laxman Appartments, SaiMandir, Wardha Road"
"Sayali Nursing Home, Nagpur",,,Maharashtra,9719833828,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Main Road, Kamptee"
"Snehal Hospital, Thane",,,Maharashtra,9924656010,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Udyam OppositeBank Of Baroda, Gokhale Road, Naupa"
Asha Polyclinic,,,Maharashtra,9715589255,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Anand-Nilay , First Floor, Near Karve Statue ,Kothrud"
"CGHS Dispensary No.15, Deonar",,,Maharashtra,9799435351,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Deanor Post Office Building, Telecom Factory Camp, Deonar"
Dr Satish wadhwa,,,Maharashtra,9972026234,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"No.506, 5th Floor, Doctor House, Opp Jaslok Hospital, Pedder Rd, Cumballa, Hill"
Anand Hospital and Heart Cure Unit;Omega Clinic,hip_and_knee_replacement_and_fracture_surgery,"Thane- Maharashtra, India",Maharashtra,9907754807,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mahatma Gandhi Rd, Vishnu Nagar, Dombivli West"
Arihant Heart Clinic,cardiology,,Maharashtra,9900240885,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"A-Ground Floor, Lancelot Apartment,opposite kalyan jewellers S.V. Road, Borivali West"
Mungantiwar Eye Hospital,,,Maharashtra,9985027484,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Bazar Ward
CGHS Dispensary No. 5,,,Maharashtra,9639205833,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ajni Road, Medical Square, Rambagh Layout, Rambagh"
Sulochan Eye Clinic,,,Maharashtra,9002700273,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B/3, Agarwal Banthia Complex, Near Shivaji Statue, Panvel"
Shree Mahalaxmi Nursing Home,,,Maharashtra,9163368975,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hanuman Nagar , Behind Iti, Panchgaon Road"
"Sayali Nursing Home, Pune",,,Maharashtra,9543618183,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nda Road, Uttamnagar"
Dr. Sandeep S. Nagvekar,,,Maharashtra,9223935579,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Ophthalmic Surgeon And Contact Lens Consultant
Dr. Bhawsar Nursing Home,,,Maharashtra,9074192719,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ashok Stambha, Jayaramkrushan Sankul"
Al-Razi Nursing Home,,,Maharashtra,9634770199,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nashik Rd, Millat Nagar, Avachit Pada, Bhiwandi"
"Sanjeevani Nursing Home, Solapur",,,Maharashtra,9997508172,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Siddheshwar Nagar, Barshi"
Parijat Child Health Clinic,,,Maharashtra,9126011543,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shrikrishna Nagar, Near Post Office,Borivli East"
New Life Clinic & Hijama Center,,,Maharashtra,9652028695,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Lallubhai Compount, Mankhurd"
"CGHS Dispensary No.14, Vakola",,,Maharashtra,9836569243,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"PandT Colony, Vakola"
Sunjeevan Nursing Home,,,Maharashtra,9165306049,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Subhash Chouk, Burud Galli Baramati"
Pandit Clinic,,,Maharashtra,9369092223,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kamal 2nd Floor, 1306 Shivajinagar, Behind Bank Of Baroda"
"Aditya Eye Clinic, Kandivali",,,Maharashtra,9993751700,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1, Ronik Apartments, Sai Nagar Junction, M.G. Road, Kandivali (E)"
Nirmal Clinic,,,Maharashtra,9039630579,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"395-A G.K. Marg, Worli"
"Vimal Nursing Home, Jalgaon",,,Maharashtra,9349124201,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Jalgaon
Dr. Sachin J Shah,,,Maharashtra,9748003813,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Janki Sankul, Old Kalwan Road, Dindori"
Zaveri Eye Clinic,,,Maharashtra,9298799450,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"415, JK Chambers, 4Th Floor, Next To Golden Punjab Restaurant, Sector 17, Vashi, Navi Mumbai"
"Suraj Clinic, Mumbai",,,Maharashtra,9695652438,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nitingale Co-Op Hsg Society, 1st Floor, L.B.S. Marg , Near State Bank Of India, Kamani , Kurla (W)"
Dr Kiran Katar Clinic,,,Maharashtra,9104007282,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Mumbai
Swayam Clinic Pvt. Ltd.,,,Maharashtra,9957490357,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"No. 742/A, Dinshaw Apts,Bhawani Peth"
Veena Clinic,,,Maharashtra,9596539150,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"59, Harishchandra Apartment, Tarunbharat Society, Chakala, Andheri(E)"
Deccan Fertility Clinic and Keyhole Surgery Center,,,Maharashtra,9339045058,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Flat No-01,Shankar Niwas,Plot No-117,Shivaji Park Lane No-03,Opp Sena Bhawan,Shiva Ji Park"
Shree Sai Nursing Home,,,Maharashtra,9503502900,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Charbhuja Apartment, 1st Floor, Infront Of Disha Hotel, Bolinj Road Virar(West)"
Shreepal Netralaya,,,Maharashtra,9944626719,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"120/132/133/135, Shreepal Shopping Centre, Raja Chhatrapati Shivaji Road , Virar West"
Sanjeevani Nursing Home,,,Maharashtra,9112595698,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rangwala Appt, 1st Flr, Mahatma Gandhi Road , Opp Bank Of India, Ghatkopar W)"
Amruta Maternity and Surgical Nursing Home,,,Maharashtra,9307932793,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mahadeo Appt., Off. Jangal Mangal Road , Behind Abhyudaya Bank, Bhandup (W)"
Ojas Ent and Dental Clinic,,,Maharashtra,9960069969,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Padasthal Road, Indapur"
Central India Institute of Haematology & Oncology,,,Maharashtra,9969935794,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Abhyankar Road, Balraj Road Junction"
"CGHS Sub-Dispensary, Juhu",,,Maharashtra,9351165623,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Aerodrome, Opposite Nanavati Hospital, Juhu"
Dr. Ravi's Clinic Nursing Home and New Born Centre,,,Maharashtra,9773167433,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Internal Lokpuram Road, Pokhran Road, Thane (W)"
Dhamankar Hospital,,,Maharashtra,9898489347,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shreebag No.3, Alibag"
"Shiv Nursing Home, Yavatmal",,,Maharashtra,9706573185,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Veer Wamanrao Chowk
Mokashi Nursing Home,,,Maharashtra,9120119527,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dr. Moose Road,Talaopali."
Laud Clinic,,,Maharashtra,9673062593,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"180, Saraswati Nilayam , 180 , Hindu Colony , Dadar ( East )"
Mamta Hospital,,,Maharashtra,9754467167,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Raviwar Peth, Near MSEB Office, Kolhapur"
"BARC CHSS Dispensary, Dombivali, Thakurwadi",,,Maharashtra,9632378639,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Thakurwadi, Kalu Nagar, Dombivli West"
Kidwai Nagr health Post & Dispensary,,,Maharashtra,9098255264,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rafi Ahmad Kidwai Road, Near Post Office, Wadala Mumbai"
Piwala Bungalow Dispensary,,,Maharashtra,9901788020,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dharavi Main Road, Near kannadi Chawl Mun. U.P. Tamil School, Dharavi"
Abhyudaya Nagar Dispensary,,,Maharashtra,9572402076,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"13, Abhyudaya Nagar Rd, Jijamata Nagar, Dock Labour Colony, Abhyudaya Nagar"
"Sambhaji Nagar, Dispensary",,,Maharashtra,9150031753,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sambhaji Nagar Dispensary, Thakkar Bekri, Vileparle (E)"
Kamgar Nagar Health Post and Qureshi Nagar Dispensary,,,Maharashtra,9627288920,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Qureshi Nagar Municipal Dispensary, Near Urdu Municipal School Qureshi Nagar, Muftie Azam Road, Kurla East"
Dhanukar Wadi Dispensary,,,Maharashtra,9114699642,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kandivali, Pushp Heritage, Dahanukar Wadi, Kandivali West"
PHC Dolkhamb,,,Maharashtra,9929518259,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shri Swami Samarth Mandir, Dolkhamb"
Government ZP Hospital KDMC DISPENSARY,,,Maharashtra,9981776980,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Near Siddheshwar Hospital
PHC Golwan,,,Maharashtra,9919119882,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Near Golwan Gram Panchayat
PCMC-Walhekarwadi Dispensary,,,Maharashtra,9522823503,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Guru Dutta Road, Near Shri Guru Dutta Mandir, Nigdi"
PCMC-Punawle Dispensary,,,Maharashtra,9079332276,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Tathawade Road, Near Post Office, Punawale"
PCMC-Moshi Dispensary,,,Maharashtra,9149662145,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dehu-Alandi Road, Near Post Office, Moshi"
PCMC-Dapodi Dispensary,,,Maharashtra,9928771057,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Sambhaji Chowk, Dapodi"
Walpakhadi Municipal Dispensary,,,Maharashtra,9123172679,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Walpakhdi Municipal Dispensary, Mavji Rathod Road, Noor Baug, Dongari"
pcmc-nursing home,,,Maharashtra,9363009426,24/7,"Kiwale Road, Near Post Office, Kiwale"
Gaurabai Dispensary,,,Maharashtra,9536703894,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Guarabai Municipal Dispensary Ground Floor, Mumbai Central East"
PCMC-Bijalinagar Dispensary,,,Maharashtra,9649121837,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Giriraj Complex Road, Near MSEB Testing Office, Akrudi"
PCMC-Phugewadi Dispensary,,,Maharashtra,9898278775,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mumbai-Pandharpur Road, Near Talathi Office, Phugewadi"
PCMC-Nehrunagar Dispensary,,,Maharashtra,9480184251,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ambedkar Nagar, Near PCMC Water Tank, Pimpri-Chinchwad"
PCMC-Mhetrewasti Dispensary,,,Maharashtra,9399128396,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"K Mahadev Gopal Shivarkar Road, Near Police Station, Mhetrewasti"
PCMC-Pimple Gurav Dispensary,,,Maharashtra,9841837242,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sahadu Kashid Road, Near NABARD Financial Services Ltd, Pune"
Telankhedi Ayurvedic Dispensary,,,Maharashtra,9340479888,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Telangkhedi
Gaddigodam Dispensary,,,Maharashtra,9996057657,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gaddigodam Dispensary, Near Golli Bazaar, Gaddigodam Chowk, Mohan Nagar"
"Unani Dispencery, Aurangabad",,,Maharashtra,9814770317,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Aurangabad
"E S I C Dispensary, Kotwalpura",,,Maharashtra,9803272423,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Phataelogoy Lab, Khadkeshwar Mandi Road, Kotwalpura"
"Urban Health Centre, Nashik",general,NASHIK,Maharashtra,9809676559,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Redcross signal, Ravivar karanja, Vakilwadi"
Bhavya Homeo Clinic,,,Maharastra,9115802655,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gandhi Ward, Bajaj Nagar, Gondia"
Radiance Dental Clinic,,,Maharastra,9407438720,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ganesh Nagar, Gondia"
Sadguru Kabir Clinic,,,Maharastra,9008453426,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Gajanan Mandir, Govindpur Road, Old Gondia, Gondia"
Dr. Amit Sabu,,,Maharastra,9459400512,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Barbaspura
