Hospital Name,Address,Availability,Type of Hospital/Health facility,Contact
Dhanvantri Jeevan Rekha Ltd,Umber One Near Gol Market,Unknown,Government,9208100029
Dhanwantari Hospital,"Krishna Prasad Society Plot # 42, Rambaug Colony, Paud Road",Unknown,Government,9084060325
Dhanwantari Medical,"Tilak Road, Pradhikaran, Maharashtra, Pune","Few Left, Book Now",Private,9720077251
Dhanwantari Tomer Hospital,"35-A-2/11, Rampur Bagh.",Unknown,Government,9945231478
Dhanwantary Hospital & Iccu,"545, Netaji Subhash Road, Mulund West, Mumbai","Few Left, Book Now",Private,9379245957
Dhanwantri Hospital & Research Centre,"New Sagar Road, Mansarovar Jaipur ,",Limited Seats,Municipal,9984229105
Dharam Hospital,"#2040, Sector-15C, Near Traffic Lights",Unknown,Government,9602897259
Dharan Hospital,"14,Seela Naicken Patti By Pass. On A National Highway Salem",Available,Government,9740900448
Dharani Nursing Home,"Doctirs Colony, Miryalaguda.",Unknown,Government,9582451128
Dharma Orthopedic Center,"D Building Om Mahavir Society,Irani Market Yerwada",Unknown,Government,9002547592
Dharmashila Cancer Hospital & Research Centre,"Dharmashila Marg,Vasundhara Enclavevasundhara Enclave, Delhi - 96","Few Left, Book Now",Private,9791860682
Dhawan Hospital,"Plot-1, Sector-7, Panchkula, Haryana",Unknown,Government,9506555086
Dhiviya Nursing Home,"306, Chennimalai Road, Kangayam",Unknown,Government,9344287416
Dhruva Eye Hospital & Laser Centre,Rashtriya Shala Main Road,Unknown,Government,9715610161
Dhulabapu Kokare Memorial Hospital,"Malavarchi Devi, Ring Road,Baramati",Unknown,Government,9980792203
Dhulipalla Hospital Guntur,"12-25-179,Kothapet, Opp Sivalayam, Guntur-522001",Unknown,Government,9115511636
Dhvani Ent Hosptial,Near G.P.O. Raopura.,Unknown,Government,9341518141
Dhwani General Hospital,"#28,New Kamlesh Society,Odhav",Unknown,Government,9212353571
Diagram Health Care,"4, R.M.V.Extensionmekhri Circle",Unknown,Government,9002987483
Dilkusha Nursing Home Pvt Ltd,94A Dilkusha Street Kolkata,Available,Government,9580751776
Dinesh Nursing Home,"No.6-1-33,West Street,Viswanathapuram, Madurai-625014",Unknown,Government,9961675979
Dipa Children Hospital&Micu,"Bhagwati Complex, Mahalaxmi Paladi.",Unknown,Government,9908863912
Disha Eye Hospital & Research Centre Pvt Ltd,"88(63A) Ghosh Para Road, Barrackpore",Unknown,Government,9887435403
Disha Eye Hospital (Hoogly) Pvt Ltd,"14.G.T. Road, Shedraphully, West Bengal",Unknown,Government,9807488004
Dispur Polyclinic & Nursing Home,Ganeshguri Chariali,Unknown,Government,9957990151
Divakars Global Hospitals,"No.220, 9Th Cross, J.P.Nagar 2Nd Phase, Bangalore-560078","Few Left, Book Now",Private,9479824061
Divine Heart Hospital & Resesarch Centre,"Virajkhand-5,Gomti Nagar",Unknown,Government,9576020106
Divine Medical Centre,Wadakkancherywadakkanchery,Unknown,Government,9210360306
Divine Multispeciality Hospital & Research Centre,"Plot No 21, Near Ekta Society, Sector 6, Ghansoli, Navi Mumbai-400701","Few Left, Book Now",Private,9175700519
Divine Nursing Home Pvt Ltd,"11A, Abinash Chandra Banerjee Lane,Beliaghata.",Unknown,Government,9736490531
Divine Speciality Hospital,"#110,6H Main,I.T.I Layout,Benson Town Post",Unknown,Government,9220030077
Divya Eye Clinic,"F-2,Shakun Apts, Above Bank Of Maharashtra ,Sanghavinagar,Aunoh,Pune","Few Left, Book Now",Private,9690987904
Divya Prabha Eye Hospital,"Padinjatil Lane,Kumarapuram",Unknown,Government,9598748312
Divya Prastha Hospital,"Rz-37,Main Road,Palam Colony,",Unknown,Government,9807716360
Divyadrishti Eye Hosptial,"996/22, Service Road,Rpc Layout, Bangalore","Few Left, Book Now",Private,9279248685
Dm Eye Care Delhi Pvt Ltd (Aster),5E/08 Railway Road Near Neelam Chowk,Unknown,Government,9212142278
Dm Wims ( Wayanad Institute Of Medical Secience),"Naseera Nagar, Meppadi, Wayanda, Kerala",Unknown,Government,9604644500
Doctor House,"Jail Road, Mehsana",Unknown,Government,9729754959
Doctor Rex'S Hospital,"# 37, Millers Road, Kilpauk",Unknown,Government,9495783106
Dogra Nursing Home & Endoscopy Centre,House No -8 Sector-19 A,Unknown,Government,9151134998
Dolphin Children Hospital,"17-87,Road #1,Kamalanagar,Chaitanyapuri,Dilsukhnagar",Unknown,Government,9001803220
Domjur Nursing Home,Attached To Hazra Building,Unknown,Government,9809905090
Doshi Nursing Home,"Amrut Kunj, Near Rly Station, Mg Road, Ghatkopar East-400077",Unknown,Government,9627622583
Down Town Hospital Ltd,"G.S. Road, Dispur",Unknown,Government,9343110171
Dr A.M Vaze,Shivaji Park,Unknown,Government,9892811022
Dr Agarwal'S Eye Hospital Ltd,"19, Cathedral Road",Unknown,Government,9747219589
Dr Agarwal'S Eye Hospital Ltd (Nanganallur),"Ophthalmology Dept Margreet Sydney Hospital No 13, 2Nd Street Nanganallur Chennai-600061","Few Left, Book Now",Private,9302890878
Dr Agarwal'S Healthcare Ltd,"18-92/C,D,E, S.S Towers Chaitanyapuri X Road Dilsukhnagar-500060Dilsukhnagar",Unknown,Government,9787008832
Dr Agarwal'S Healthcare Ltd,"Matarani Sensation 8-1-386, 387-8467 Rastrapati Road Secunderabad-500003",Unknown,Government,9584562771
Dr Agarwal'S Healthcare Ltd.,"Kade, Complex No 869, 2Nd Stage, Wcr 3Rd Stage, Basaveshwaranagar",Unknown,Government,9673769058
Dr Agarwals Eye Hospital Ltd,"#107, A Block 3Rd Avenue Anna Nagar Near",Unknown,Government,9564586688
Dr Agarwals Eye Hospital Ltd,"#33,7Th Avenue,Ashok Nagar",Unknown,Government,9385557697
Dr Agarwals Eye Hospital Ltd,"No-6, Duraisamy Street Tdk Towers Tambaram",Unknown,Government,9321027272
Dr Agarwals Eye Hospital Ltd,"#32-B,Indiragandhi Road Opp Taluk Office",Unknown,Government,9843591081
Dr Agarwals Eye Hospital Ltd (Dharmapuri),"136 1St Floor,Nethaji Bye Pass Road",Unknown,Government,9875759966
Dr Agarwals Eye Hospital Ltd (Gopalapuram),Retina Foudation No 31 1St Street Gopalapuram,Unknown,Government,9494437533
Dr Agarwals Eye Hospital Ltd (Kumbakonam),"2/381, Indiranagar,Kumbakonam",Unknown,Government,9303591005
Dr Agarwals Eye Hospital Ltd (Periyar Nagar),"B-63, Siva Elango Salai 70Feet Road, Periyar Nagar",Unknown,Government,9682748557
Dr Agarwals Eye Hospital Ltd (Salem),"#114/7,Gandhi Road,Salem",Available,Government,9920851681
Dr Agarwals Eye Hospital Ltd (Villupuram),"#19, Trichy Trunk Road,Near To Villupuram Signal",Unknown,Government,9515444062
Dr Andals Lakshmi Fertility Reserch & Laparoscopic Surgical Centre,"16-2-94, Pogathota, Near Raghava Cini Complex, Nellore-524001",Unknown,Government,9228243697
Dr Baliga Nursing Home,"Paras, S.V.Road, Goregaon W-400062Mumbai-400062","Few Left, Book Now",Private,9223630531
Dr Bandal Arogya Hospital,"1St Floor, Golden Park, Opp.Navneet Motors, L.B.S. Marg, Thane West","Few Left, Book Now",Private,9006163530
Dr D Y Patil Hospital & Research Centre,"Sector-5,Nerul",Unknown,Government,9629340399
Dr Handral Nursing Home,"No.14,Rajendra Nagar,",Unknown,Government,9985349308
Dr Kamakshi National Hospital,No 12 Jaffer Serang Streetsecond Line Beach Chennai,"Few Left, Book Now",Private,9844579262
Dr Kandoi Ashirwad Hospitals,Ganesh Ashish Apt Vadavli Section Ambernath(E),Unknown,Government,9586680911
Dr Kundan Lal Hospital,"Ahmedgarh,",Unknown,Government,9708726704
Dr Lankesh Eye Hospital Pvt Ltd,No-2 41St Street. 6Th Avenue. Ashok Nagarashok Nagar,Unknown,Government,9332022183
Dr Lodaya Hospital,"Ashwini Nagar,Just Behind Bus Stand,",Unknown,Government,9343299018
Dr M Prakash Hospital & Medical Research Centre,Begum Bridge Road Gic Near Meerect,Unknown,Government,9720464444
Dr Mahadevappa Eye Laser Hospital,"15Th Cross, S.S. Puram, (Horticulture Office Road) Tumkur-572102",Unknown,Government,9030265322
Dr Manoharan Hospital,"No.1210,Thadagam Road,Near To Aavin Milk Company,R.S. Puram,",Unknown,Government,9534625646
Dr Nutan Shah Eye Hospital & Advanced Phaco Centre,"1, Devdeep Complex, Delux Cross, Nizampura",Unknown,Government,9486433053
Dr Pattabhirama Rao (Siromani Hospital),"No.4-1-7,Ramnagar,Kothagudem-507101",Unknown,Government,9380933272
Dr Rama Sofat Hospital,"No.435,College Road,Adjacent Malwa Girls Khalsa School,",Unknown,Government,9955304919
Dr Ramesh Hospital For Piles & Proctology,410 Contour Road Gokulam Mysore -570002,Available,Government,9501630628
Dr Rane Hospital (P) Ltd,"37,Pestom Sagar, Chembur37, Pestom Sagar, Chembur",Unknown,Government,9273882324
Dr Rani Menon'S Eye Clinic,"18/470, Civil Lane Road, Chungam, Thrissur Kerala-680004",Unknown,Government,9047460824
Dr Sreedhar'S Kidney & Multispeciality Hospital,"No.13-6-437/1/L/1,Khaderbagh,Nanal Nagar,",Unknown,Government,9738686648
Dr Ysr Memorial Hospital,"#12-2-878, 1Cross, Sai Nagar, Anantapur-515001 (A.P.)",Unknown,Government,9748004786
Dr. A. Ansari Hospital,"# 20, Naganathar Sannadhi, Nagapattinam, Tamilnadu",Unknown,Government,9471281934
Dr. A. Govindarajan Eye Hospitals,"No: 6, Officer'S Colony, Puthur Tiruchirapalli-620017Trichy",Unknown,Government,9881029158
Dr. Agarwal'S Eye Hospital (Rep By Dr. Agarwal'S Health Care Ltd.),"#6-3-712/80 And 81, Punjagutta Colony, Hyderabad, A.P.-500082","Few Left, Book Now",Private,9648464523
Dr. Agarwal'S Eye Hospital (Rep. By Dr. Agarwal'S Health Care Ltd.),"Bbc Tower, Link Road Square, Madhupatna, Cuttack-753010",Limited Seats,Municipal,9364511284
Dr. Ajayan'S Multispeciality Hospital,"Plot #6, Sector-9, Opposite Rf Naik School Ground, Koparkhairane",Unknown,Government,9251944874
Dr. Akbar Eye Hospital,#12-3-2 346Th Lane Sai Nagar Ananthapur,Unknown,Government,9292520325
Dr. Anji Reddy Multi-Speciality Hospital Pvt Ltd,"16/682, Piduguralla Main Road.",Unknown,Government,9766529411
Dr. Arvind Vision Care,"#61, Reddy Palayam Road, Mogappair West, Chennai, Tamilnadu","Few Left, Book Now",Private,9045076439
Dr. Ashish Dave Eye Hospital,"'Aakash' Complex, Station Road, Maninagarahmedabad-380008.","Few Left, Book Now",Private,9640592360
Dr. Ashit Shah Eye Hospital,"# 202, Shaival Complex, Opp:Chandanbala Tower, Paldipaldi, Ahmedabad-380007.","Few Left, Book Now",Private,9203035829
Dr. Ashok Mittal Hospital,"# 249-A,Main Road, Vaishali Nagar.",Unknown,Government,9526043570
Dr. Ashok Patil Clinic,"Kinikar Patil Estate, Vishrambag,Sangli",Unknown,Government,9491333453
Dr. Atray Eye Hospital,"19-20, Townhall Link Road, Udaipur, Near Corporation Bank, Rajasthan, Udaipur",Unknown,Government,9797554968
Dr. Atul Shah Eye Hospital,"3Rd Floor, Narottam Complex,Bhuyangdev Cross Road,Ahmedabad","Few Left, Book Now",Private,9974835608
Dr. Bawaris Nursing Home,"Parbatia Road, Tinukin.",Unknown,Government,9737935366
Dr. Bedekars Hospital,"Shiu-Shakti Anupade, Thane.","Few Left, Book Now",Private,9643951435
Dr. Bhandare Hospital,Fontainhas Panaji Northgoa,Available,Government,9661131726
Dr. Bidari'S Ashwini Hospital,B.L.D.E. Road,Unknown,Government,9427950311
Dr. Bothra'S Hospital,"Ramkrishna Building,1St Floor, Gadav Naka, Bhandup West",Unknown,Government,9957040179
Dr. Caeiro Bicholim Polyclinic Hospital,"Sonarpeth, Bicholim,North-Goa, Goa-403504",Available,Government,9454661164
Dr. Deepak Hospital,"Savedi Road, Ahmednagar",Unknown,Government,9201610541
Dr. Dijesh Shah'S Meru Nursing Home,"75 B, Mahila Welfare Society,Chittaranjan Chowk, Vidhyanagar, Bhuvnagar, Gujarat",Unknown,Government,9173433011
Dr. Eye Hospital,"1St Floor, Viral Apts,S V Road,S.V. Road,Anderi West, Mumbai.","Few Left, Book Now",Private,9551901449
Dr. G.C. Hospital,"#30, North Pradakshanam Road, Karur, Tamilnadu.",Unknown,Government,9855618312
Dr. G.K. Srivastava Hospital Pvt Ltd,"13-D, Rampur Garden.",Unknown,Government,9600362122
Dr. Gandhi Orthopaedic Hospital,"Vidyanagar Main Road, Sarvoday Sankool.",Unknown,Government,9978115949
Dr. Gandhi'S Nursing Home Pvt Ltd,"101/102/202, Mangamurti Chs, Off.Bole Road, Mumbai-400028","Few Left, Book Now",Private,9259777321
Dr. Gokavi Maternity & General Hospital,Karwar Road Hubli,Unknown,Government,9778327778
Dr. Govind Gupta Hospital,"#135, Krishna Nagar",Unknown,Government,9321206796
Dr. Grace George Hospital,"# 34, Udayavar Koil Street,Thirumizhisai, Poonamalee.",Unknown,Government,9274246233
Dr. H.B. Eye Hospital,"Surendranagar,Near Milan Cinema, Gujarat",Unknown,Government,9454684781
Dr. Ithape Hospital,"New Nagad Road, Sangamner,Ahmednagar, Pune-422605.","Few Left, Book Now",Private,9481452071
Dr. Jacquline Divyananda (Divya Hospital),"# 20, Medavakkam Main Road, Madipakkam",Unknown,Government,9274476224
Dr. Jawaharlal Rohatgi Smarak Netra Chikitsalaya,"117/52, Sarvodaya Nagar,Near Bhoot Nath Mandhir.",Unknown,Government,9753764591
Dr. Jayant Shah Hospital,"Santram Road, Nadiad,Kheda, Gujarat-387001.",Unknown,Government,9628153663
Dr. Jayesh C. Gandhi Surgical Hospital,"Old Junction Road, B/H. Boston Guest House.",Unknown,Government,9479039977
Dr. Jeyasekharan Medical Trust,"#1159, K.P. Road, Nagerkoil.",Unknown,Government,9692046548
Dr. Jialal Memorial Hospital Pvt Ltd,"Opp. Medical College, Gate-2",Unknown,Government,9792110795
Dr. K.M. Nallaswamy Hospital,"#93, Power House Road,Erode",Unknown,Government,9535440006
Dr. Kamra'S Urinary & Surgical Diseases Centre,"8, Inder Road,",Unknown,Government,9225476611
Dr. Kannure Hospital & Iccu,F-2 D-2 Sector-9Main Road Vashi,Unknown,Government,9251278268
Dr. Kantak'S Hospital,Bishop Rebello Road,Unknown,Government,9571232569
Dr. Khunger Eye Care & Research Center Pvt. Ltd.,"#1109, Near Post Office Opp To Pnb Ramganj, Belwar Road, Ajmer ,Rajasthan",Unknown,Government,9564797341
Dr. Khunger'S Eye Care Centre,"Beawar Road, Near Post Office, Ramganj",Unknown,Government,9753303368
Dr. Kothari Eye Hospital,"G-31, Makarwali Road, Ajmer",Unknown,Government,9430448359
Dr. Kulkarni Hospital,"10A 11 Kalyan Peth,Junnar","Few Left, Book Now",Government,9687716607
Dr. Kumaraswami Health Centre ( A Unit Of Indian Medical Centre),"N.H. Road # 47, 1/4C,1/4D,1/4E Perumalpuramperumalpuram, Kanyakumari.",Unknown,Government,9745735777
Dr. Kunhalu'S Nursing Home,"T.D.Road, Ernakulamernakulam",Unknown,Government,9837340676
Dr. Loganathan Orthopaedic Hospital,"606/A, Mettur Main Road, Bhavani,",Unknown,Government,9446220840
Dr. M.L.Gupta Memorial Centre,"B.P. 5E/4, Railway Road, Nit,Nit - Faridabad,","Few Left, Book Now",Private,9301744059
Dr. Mahesh Rathod Hospital,"1, Sardarnagar, Nr. Astran Chowk, Rajkot",Limited Seats,Municipal,9296900456
Dr. Malathi Manipal Hospital,"45/1, 45Th Cross, 9Th Block, Jayanagar, Bangalore-560069","Few Left, Book Now",Private,9993594794
Dr. Manish Patankars Nath Hospital,"101, A-Wing, Golden Havens Apartments, Kolbad Road, Khopat, Thana West-400601",Unknown,Government,9263800848
Dr. Manohara Sai Gowda Memorial Hospital,"Nh-4, Opposite Inspection Bungalow, Mulbagal",Unknown,Government,9412536132
Dr. Mehta'S Multispeciality Hospital Pvt Ltd.,"2 (E), Mc. Nicholas Road, Chennai, Opposite To Chetpet Police Station.","Few Left, Book Now",Private,9657272712
"Gokuldas Tejpal Hospital, Fort","Chhatrapati Shivaji Terminus Area, Fort","Few Left, Book Now",Govt,"22621464, 22621465,22630552 Dr Chikhalkar - 9969037650"
ENT Hospital,"Maharshi Dadhichi Marg, Azad Maidan",Limited Seats,BMC,"22042526, 22043322, 28480065 Dr Deepika Rana - 9892727831"
St George Hospital,"Chhatrapati Shivaji Terminus Area, Fort","Few Left, Book Now",Govt,22620242/44/45/46/47 Dr Akash Khobragade - 9702658822
Cama & Albless Hospital,"Dhobi Talao, Chhatrapati Shivaji Terminus Area","Few Left, Book Now",Govt,"22611648, 22611654, 22611871 DrTushar Palve - 9821301454"
INS Ashwini Hospital,"Navy Nagar, Colaba,",Conditional,Defence,"22151641, 22620390, 22143650 Dr Vivek Hande - 9869409721"
Bombay Hospital,"Near Liberty Cinema, New Marine Lines,",Available,Private,"22067676, 22062082 Dr Rajkumar Patil - 982062804"
Indu Clinic,"Wodehouse Road, ColabaÂ ",Available,Private,"22182323, 22183131 Dr Sameer Trivedi - 9820060698"
Noor Hospital,Masjid Bunder,Available,PrivateÂ ,"Dr Khatija 9320112252, 23463500"
Habib Hospital,"Jail Road, Near Imam Husain Chowk",Available,PrivateÂ ,"23757573, 23788100"
Dholkawala Maternity and Nursing Home,"Mohammed Ali Rd, Masjid Bandar",Available,PrivateÂ ,"23412635, 23429607"
M H Saboo Siddique Hospital,"Imamwada Road, Opp. Mughal Masjid",Available,PrivateÂ ,23767343 Dr Nasir 98223231077
Haji Karim Maternity and Child Care,"Mohammed Ali Rd, Masjid Banda",Available,PrivateÂ ,"2341130, 8879007713"
Breach Candy Hospital Trust,"Breach Candy, Cumballa Hill",Available,PrivateÂ ,23671888/23667788
Bhatia Hospital Multidisciplinary,"Tardeo Road,",Available,PrivateÂ ,9820276222/8879788180
Jaslok Hospital & Research Centre,"IT Colony, Tardeo",Available,PrivateÂ ,40173010/40173348/9820548
Saifee Hospital,"15/17, Maharshi Karve Rd, opposite Charni Road, Charni Road East",Available,PrivateÂ ,67570212/67570111
Sir H.N.Hospital & Research Centre,Girgaon,Available,PrivateÂ ,7718830485/9958063262
The B.D.Petit Parsee Gen Hosp,"Bomanji Petit Marg, Cumballa Hill",Available,PrivateÂ ,9454966321
Apollo Speciaity Hospitals Pvt Ltd,"Behind Everest Building, Tardeo",Available,PrivateÂ ,9845381818
Bay-View Clinic,,Available,PrivateÂ ,9821270400/9819672997
Beramji's Hospital,,Available,PrivateÂ ,9920300043
Bombay City Eye Institute And Research Centre,,Available,PrivateÂ ,43671011/9970589985
Bombay Maternity And Nursing Home,,Available,PrivateÂ ,9920955021
Brahman Sabha Mhaskar Sutika Gruha & Gen N,,Available,PrivateÂ ,9920955021
Chowpatty Maternity & Gyn Hospital,,Available,PrivateÂ ,9820289946
Comfort Clinic Nursing Home,,Available,PrivateÂ ,79632568/9820548540/ 9820078357
Conwest Jain Clinic Group Of Hosp,,Available,PrivateÂ ,23820909/9820010701
Cumballa Hill Hospital & Heart Inst,,Available,PrivateÂ ,23803336
Dr Amonkar Hospital-Managed By P Patil Nurs. Home,,Available,PrivateÂ ,981973231
Dr Duru Shah Gynaec World,,Available,PrivateÂ ,9820074875
Dr Gala's Nursing Home,,Available,PrivateÂ ,9821044727
Dr Garg Medical Centre,,Available,PrivateÂ ,9820087548/9820239958
Dr H D Gandhi Memorial Hospital,,Available,PrivateÂ ,9821469932/9821284555
Dr Pathak Nursing Home,,Available,PrivateÂ ,23061323/9869013667/97732
Dr Vora's Maternity And Gynaecological Hosp,,Available,PrivateÂ ,9920244870/9820019539
Dr Vora's Nursing Home,,Available,PrivateÂ ,9920244870/9820019539
Dr. N K Shah One Day Surgery Centre,,Available,PrivateÂ ,9820414641/9870538780
Drushti Eye & Retina Centre,,Available,PrivateÂ ,23880505/23804086
Fauziya Maternity & Nursing Home,,Available,PrivateÂ ,23008306
Foresight Eye Centre,,Available,PrivateÂ ,23610168/23614235
Healing Hands Nursing Home,,Available,PrivateÂ ,8888066664/8888188885
Hospital For Women Care Maternity And Gynaec Hosp,,Available,PrivateÂ ,23648759/23677874
Infiniti Eye Hospital,,Available,PrivateÂ ,9820623163/69180000
Inkus Ivf Centre,,Available,PrivateÂ ,9930151703/23825253
Joshi Nursing Home,,Available,PrivateÂ ,9833119723
Kamala Polyclinic & Nusing Home,,Available,PrivateÂ ,23887865/23885985/9325523/513
Mehta Clinic,,Available,PrivateÂ ,23802764
Motiben B Dalvi Hospital,,Available,PrivateÂ ,68126712
Narvekar Clinic,,Available,PrivateÂ ,23876081
Nicholson Eye Clinic,,Available,PrivateÂ ,9820724969
Nisar Eye Hospital,,Available,PrivateÂ ,9820113436/23876583/23873941
Pai-Dhungat Nursing Home,,Available,PrivateÂ ,23828407/9820182464/98330 16128/9819484461/49635407
Punjani Nursing Home,,Available,PrivateÂ ,23670785
SP Nursing Home And Polyclinic,,Available,PrivateÂ ,9819779027/9820047231
Sadhu-Kamal Eye Hospital,,Available,PrivateÂ ,8828841788/9930151932
Shah Eye Clinic & Nursing Home,,Available,PrivateÂ ,23534458/23524284/9322510386
St Elizabeth's Hospital,,Available,PrivateÂ ,61452119
Ruxmani Lying-In Hospital,,Available,PrivateÂ ,23670785
VADT Nursing Home,,Available,PrivateÂ ,23860580/23824757
Vasani Eye Clinic/Eyes Rvs,,Available,PrivateÂ ,9820088510
Vital Diagnostic Centre And Nursing Home,,Available,PrivateÂ ,9324595818
Yogeshwar Surgical Nursing Home,,Available,PrivateÂ ,9004205948
Fertility Clinic,,Available,PrivateÂ ,9892768237/9820026087
Vascular Clinic,,Available,PrivateÂ ,9820281660
Kasturba Hospital,"Sane Guruji Marg, Arya Nagar, Chinchpokli",Available,Municipal,23083901
BYL Nair Hospital,"Topiwala National Medical College, RTO Colony, Mumbai Central",Available,Municipal,"23081490, 23081491"
JJ Hospital,"J J Marg, Nagpada-Mumbai Central","Few Left, Book Now",Government,"23735555, 23731144"
"Ambedkar Hospital (Central Railway Hospital), Byculla","Dr. Baba Saheb Ambedkar Road, Byculla East","Few Left, Book Now",Government,"23717246, 23717247"
"Jagjivanram Hospital, Western Rly","Maratha Mandir Marg, RBI Staff Colony, Mumbai Central","Few Left, Book Now",Government,"23017841, 23017860"
Prince Ali Khan Hospital,"Prince Ally Khan Hospital Rd, Tara Bagh, Mazgaon",Available,Private,"23777800, 23777900"
Masina Hospital,"Sant Savata Mali Marg, near Byculla, Mustafa Bazar, Byculla",Available,Private,6.18E+15
Kedar Hospital,"2nd Floor, Mazgaon Apartment, Mazgaon",Available,Private,"23728588, 23787979"
"Balaji Hospital, Byculla (E)","Balaji House, 3rd Cross Lane, Victoria Road, Byculla East",Available,Private,"23740000, 23745090"
Wockhardt Hospital,"Agripada, Mumbai Central",Available,Private,"66804400, 66804272"
"Lokmanya Tilak Hospital, Sion","Dr. Babasaheb Ambedkar Road, Sion (West)",Available,Municipal,"24063000, 24076381"
Dr Shilpa Abhyankar Nursing Home,"Hindu Colony, Dadar East",Available,Private,"24143514, 24101618"
Mata Laxmi Trust Hospital,"Tamil Sangh Hall, Sion East",Available,Private,9821055856/24094713
Mumbai Bunder Port Trust,"Nadkarni Park, Wadala",Available,Private,24129684/66567700
King Edward Memorial (KEM) Hospital,"Acharya Donde Marg, Parel",Available,Municipal,"9820703191, 24136051"
GTB Hospital,"Jerbai Wadia Marg, Sewri",Available,Municipal,24146993/96/97
Tata Memorial Hospital,"Dr Ernest Borges Rd, Parel East","Few Left, Book Now",Government,"24177052, 24177256"
Mahatma Gandhi Memorial Hospital,"Dr SS Rao Marg, Parel East","Few Left, Book Now",Government,24132575
Navroji Wadia Maternity Hospital,"Acharya Donde Marg, Parel East",Available,Private,24146963/65
Bai Jerbai Wadia Hospital For Children,"Acharya Donde Marg, Parel",Available,Private,24129786
Dr Gadre's Nursing & Maternity Hospital,"Govindji Keni Road, Dadar East",Available,Private,24148964
Sobti Hospital,"Ambedkar Road, Matunga East",Available,Private,24159096
Parel Hospital Pvt Ltd,"Jerbai Wadia Road, Parel",Available,Private,24159700/01/02/03/04
"Global Hospital, Parel","Dr Ernest Borges Rd, opp. Shirodkar High School, Parel East",Available,Private,9987075033/8879688659
Sewree Nursing Home,"Rafi Ahmed Kidwai Rd, Sewri West",Available,Private,24189792
"Desai Memorial Hospital, Parel","Parmar Guruji Marg, Parel East",Available,Private,24162919
"KB HB Charitable E N T Hospital, Parel","J Merwanji Street, Parel East,",Available,Private,"24131190, 24102552"
"Life Care Nursing Home, Sewree","Rafi Ahmed Kidwai Rd, Sewri West",Available,Private,"24102224, 9867841503"
"Maru Hospital, Parel","Railway Chawl, Pare",Available,Private,"24717272, 24717474"
Aryan Hospital & ICU,"Kalachowki, Ambawadi",Available,Private,"24715061, 9930303950"
"Ashvini Nursing & Maternity Home, Dadar (E)","Dadasaheb Phalke Road, Dadar East",Available,Private,"24151340, 24179978"
"Dr B K Nadkarni Memorial Maternity & Surgical Hospital, Parel","Doctor BA Road, Aai Mai Merwanji St, Parel East",Available,Private,"24122063, 9820042968"
Sadguru Maternity & Nursing Home,"Dr Baba Saheb Ambedkar Rd, next to Chitra Cinema, Dadar East",Available,Private,9820742641
Dr. Shivdikar Hospital,"Tata Mill Chawl, Parel East",Available,Private,9821010184
Rakhumai Hospital,"Merwanji Road, Parel",Available,Private,9321450100
Dr. Shanbaug Children Hospital,"Merwanji Road, Parel",Available,Private,9833586719
Dr. Niranjn Unesh Joshi Nursing Home,Parel East,Available,Private,9869001464
Sprash Children Hospital,"Acharya Donde Marg, Parel",Available,Private,9820154966
Shushrusha Hospital,"Ranade Road, Dadar(W)",Available,Private,24449161 9820302637
Dhanvantari Hospital,"Shivaji Park, Dadar West",Available,Private,"24304082, 9967026035"
Hinduja Hospital,"Near Shivaji Park, Mahim",Available,Private,24447182 9322280036
Raheja Hospital,"Raheja Rugnalaya Marg, Mahim",Available,Private,9004479537/9833691321
Life Care Hospital,"Sion Bandra Link Road, Dharavi",Available,Private,9820023473 / 24042588
Shobhana Nursing Home,"A.S Gaya Marg, Mahim",Available,Private,"24453055, 9820501113"
North Bombay Clinic,"Lady Jamshedji Rd, Mahim",Available,Private,"24305373, 9820089321"
Dr Prabhu Eye Clinic and Nursing Home,"Joshi Vadi, Mahim West",Available,Private,"24303346, 9892289882"
Citrus Nursing Home,"Sheshwadi, Dharavi",Available,Private,9820023473
Dr Gandhi's Nursing Home Pvt Ltd,"NM Kale Marg, Dadar",Available,Private,9820303414
Shree Nursing Home,"Pathare Prabhu Gokhale Road, Dadar West",Available,Private,24339292/9821054985
Aayush Hospital,"90 Feet Road, DharaviÂ ",Available,Private,9819025705 9869976968
Gupte Maternity Home,"Lt Dilip Gupte Marg, Mahim",Available,Private,"24445906, 24465903"
Dr J M Purandare Hopsital,"Dr Madhukar B Raut Marg, Dadar West",Available,Private,"24449501, 24451701"
Tilak Hospital,"B.D.D Chawl, N.M Joshi Marg, Worli",Unknown,Trust,"24931939, 24221434"
ESIS Hospital,"BDD Chawl, Worli","Few Left, Book Now",Government,022-24932428/9822331311
Poddar Hospital,"Dr. Annie Besant Road, Worli","Few Left, Book Now",Government,022-24933533/9820864287
Siddhivinayak Health Care,"Khed Galli, Prabhadevi",Available,Private,9820074265; 24318488.
"Parekh Nursing Home, Century Bazar","Adarsh Nagar, Prabhadevi",Available,Private,022-24933533/9820864287
Sportsmed Mumbai Pvt Ltd,"Gokhale road, Parel West",Available,Private,9819779540
JC Diagnostic Centre,"Ganapatrao Kadam Marg, Worli Naka",Available,Private,24922542/24946374
Asha Surgical & Maternity Home,Gyaneshwar Apartment New Prabhadevi Road,Available,Private,24225477/24378813
Dr. Punamiya Hospital,"near Tilak Bhavan, Dadar West",Available,Private,9324751621;
